Title,Source,Date,Search Term
‘Trust Me’: Kamala Harris Makes Big Play on Criminal Justice Reform,New York Times,9-Sep,Kamala D Harris
"Democrats, Stop Helping Trump",New York Times,9-Sep,Kamala D Harris
How Elizabeth Warren Raised Big Money Before She Denounced Big Money,New York Times,9-Sep,Kamala D Harris
"Kamala Harris, Confronting Critics, Releases a Criminal Justice Plan",New York Times,9-Sep,Kamala D Harris
"Bahamas, Vaping, Serena Williams: Your Weekend Briefing",New York Times,9-Sep,Kamala D Harris
Harris Contrite Over Reaction To 'Retarded',New York Times,9-Sep,Kamala D Harris
Billionaire Activist Qualifies for the Democratic Debates in October,New York Times,9-Sep,Kamala D Harris
"At Middle of the 2020 Pack, and Angling for a Groundswell",New York Times,9-Sep,Kamala D Harris
Democrats Need to Get More Ruthless,New York Times,9-Sep,Kamala D Harris
The 5 Days That Defined the 2020 Primary,New York Times,9-Sep,Kamala D Harris
"Presidential Power Must Be Curbed After Trump, 2020 Candidates Say",New York Times,10-Sep," Bernard Sanders ""Bernie""           "
California Lawmakers Vote to Undo N.C.A.A. Amateurism,New York Times,10-Sep," Bernard Sanders ""Bernie""           "
Dealbook: DealBook Briefing: Pressure Builds on WeWork to Delay Its I.P.O.,New York Times,10-Sep," Bernard Sanders ""Bernie""           "
The conversation: Elizabeth Warren Continues to Persist,New York Times,10-Sep," Bernard Sanders ""Bernie""           "
Harris Says 'Trust Me' on Need for Criminal Justice Reform,New York Times,10-Sep," Bernard Sanders ""Bernie""           "
‘Trust Me’: Kamala Harris Makes Big Play on Criminal Justice Reform,New York Times,10-Sep," Bernard Sanders ""Bernie""           "
How to Make Your Smartphone Last Longer,New York Times,10-Sep, Elizabeth A Warren
"Presidential Power Must Be Curbed After Trump, 2020 Candidates Say",New York Times,10-Sep, Elizabeth A Warren
The conversation: Elizabeth Warren Continues to Persist,New York Times,10-Sep, Elizabeth A Warren
Harris Says 'Trust Me' on Need for Criminal Justice Reform,New York Times,10-Sep, Elizabeth A Warren
A Texas Democrat With the N.R.A.'s 'A' Rating. For Now.,New York Times,10-Sep, Elizabeth A Warren
‘Trust Me’: Kamala Harris Makes Big Play on Criminal Justice Reform,New York Times,10-Sep, Elizabeth A Warren
News Analysis: ‘Trump Unplugged’: A President as His Own National Security Advi,New York Times,10-Sep, Joseph Robinette Biden Jr
Share of Americans With Health Insurance Declined in 2018,New York Times,10-Sep, Joseph Robinette Biden Jr
"Presidential Power Must Be Curbed After Trump, 2020 Candidates Say",New York Times,10-Sep, Joseph Robinette Biden Jr
"Wilbur Ross, Back to Back",New York Times,10-Sep, Joseph Robinette Biden Jr
The conversation: Elizabeth Warren Continues to Persist,New York Times,10-Sep, Joseph Robinette Biden Jr
Sanders Developed Vision for Health Care on Jaunts to Canada,New York Times,10-Sep, Joseph Robinette Biden Jr
Harris Says 'Trust Me' on Need for Criminal Justice Reform,New York Times,10-Sep, Joseph Robinette Biden Jr
U.S. House Opens Query  Into Trump's Handling Of Policies for Ukraine,New York Times,10-Sep, Joseph Robinette Biden Jr
‘Trust Me’: Kamala Harris Makes Big Play on Criminal Justice Reform,New York Times,10-Sep, Joseph Robinette Biden Jr
"Presidential Power Must Be Curbed After Trump, 2020 Candidates Say",New York Times,10-Sep,Pete Buttigieg
The conversation: Elizabeth Warren Continues to Persist,New York Times,10-Sep,Pete Buttigieg
Harris Says 'Trust Me' on Need for Criminal Justice Reform,New York Times,10-Sep,Pete Buttigieg
‘Trust Me’: Kamala Harris Makes Big Play on Criminal Justice Reform,New York Times,10-Sep,Pete Buttigieg
California today: How Kacey Musgraves Gave a Small L.A. Business a Big Boost,New York Times,10-Sep,Kamala D Harris
"Presidential Power Must Be Curbed After Trump, 2020 Candidates Say",New York Times,10-Sep,Kamala D Harris
California Today: How a 100-Year-Old Family Cheese Company Makes Its Whey in ,New York Times,10-Sep,Kamala D Harris
The conversation: Elizabeth Warren Continues to Persist,New York Times,10-Sep,Kamala D Harris
Harris Says 'Trust Me' on Need for Criminal Justice Reform,New York Times,10-Sep,Kamala D Harris
‘Trust Me’: Kamala Harris Makes Big Play on Criminal Justice Reform,New York Times,10-Sep,Kamala D Harris
"On Politics: For Sanders, It All Began in Canada",New York Times,10-Sep,Kamala D Harris
Amy Klobuchar Is Tired of Debate Questions About Other Candidates,New York Times,11-Sep," Bernard Sanders ""Bernie""           "
"Beyond Ending Trump’s Policies, Democrats Largely Skirt Questions About Their Im",New York Times,11-Sep," Bernard Sanders ""Bernie""           "
Moderate Democrats Fared Best in 2018,New York Times,11-Sep," Bernard Sanders ""Bernie""           "
Elizabeth Warren and Joe Biden Will Finally  Debate. Here’s What to Expect.,New York Times,11-Sep," Bernard Sanders ""Bernie""           "
California Bill Makes App-Based Companies Treat Workers as Employees,New York Times,11-Sep," Bernard Sanders ""Bernie""           "
"A Q&amp;A With Jon Ossoff, Who Wants to Turn Georgia Blue",New York Times,11-Sep," Bernard Sanders ""Bernie""           "
California Passes Landmark Bill to Remake Gig Economy,New York Times,11-Sep," Bernard Sanders ""Bernie""           "
The Necessary Radicalism of Bernie Sanders,New York Times,11-Sep," Bernard Sanders ""Bernie""           "
Screenland: What Can a Star Like Cardi B Do for a Politician Like Sanders?,New York Times,11-Sep," Bernard Sanders ""Bernie""           "
"In Threat to Gig Economy, California Passes Bill to Reclassify Contract Workers",New York Times,11-Sep," Bernard Sanders ""Bernie""           "
Gap Between Rich and Poor Gets Bigger,New York Times,11-Sep," Bernard Sanders ""Bernie""           "
"California Law Would Let College Athletes Get Paid, but Challenges Await",New York Times,11-Sep," Bernard Sanders ""Bernie""           "
Amy Klobuchar Is Tired of Debate Questions About Other Candidates,New York Times,11-Sep, Elizabeth A Warren
"Beyond Ending Trump’s Policies, Democrats Largely Skirt Questions About Their Im",New York Times,11-Sep, Elizabeth A Warren
Moderate Democrats Fared Best in 2018,New York Times,11-Sep, Elizabeth A Warren
Elizabeth Warren and Joe Biden Will Finally  Debate. Here’s What to Expect.,New York Times,11-Sep, Elizabeth A Warren
No One Should Take Black Voters for Granted,New York Times,11-Sep, Elizabeth A Warren
California Bill Makes App-Based Companies Treat Workers as Employees,New York Times,11-Sep, Elizabeth A Warren
"North Carolina, 9/11 Memorial, Antonio Brown: Your Wednesday Briefing",New York Times,11-Sep, Elizabeth A Warren
California Passes Landmark Bill to Remake Gig Economy,New York Times,11-Sep, Elizabeth A Warren
Your Wednesday Briefing,New York Times,11-Sep, Elizabeth A Warren
"In Threat to Gig Economy, California Passes Bill to Reclassify Contract Workers",New York Times,11-Sep, Elizabeth A Warren
Amy Klobuchar Is Tired of Debate Questions About Other Candidates,New York Times,11-Sep, Joseph Robinette Biden Jr
Ironic Occultists for Marianne Williamson,New York Times,11-Sep, Joseph Robinette Biden Jr
"Beyond Ending Trump’s Policies, Democrats Largely Skirt Questions About Their Im",New York Times,11-Sep, Joseph Robinette Biden Jr
Moderate Democrats Fared Best in 2018,New York Times,11-Sep, Joseph Robinette Biden Jr
Elizabeth Warren and Joe Biden Will Finally  Debate. Here’s What to Expect.,New York Times,11-Sep, Joseph Robinette Biden Jr
"With Trump Hungry for Credit, Advisers Brag About North Carolina Win",New York Times,11-Sep, Joseph Robinette Biden Jr
No One Should Take Black Voters for Granted,New York Times,11-Sep, Joseph Robinette Biden Jr
"North Carolina, 9/11 Memorial, Antonio Brown: Your Wednesday Briefing",New York Times,11-Sep, Joseph Robinette Biden Jr
Your Wednesday Briefing,New York Times,11-Sep, Joseph Robinette Biden Jr
Fewer Insured Amid Attacks On Health Act,New York Times,11-Sep, Joseph Robinette Biden Jr
Exit Sets Trump Free to Advise Himself,New York Times,11-Sep, Joseph Robinette Biden Jr
"Beyond Ending Trump’s Policies, Democrats Largely Skirt Questions About Their Im",New York Times,11-Sep,Kamala D Harris
Elizabeth Warren and Joe Biden Will Finally  Debate. Here’s What to Expect.,New York Times,11-Sep,Kamala D Harris
California Bill Makes App-Based Companies Treat Workers as Employees,New York Times,11-Sep,Kamala D Harris
California Passes Landmark Bill to Remake Gig Economy,New York Times,11-Sep,Kamala D Harris
"In Threat to Gig Economy, California Passes Bill to Reclassify Contract Workers",New York Times,11-Sep,Kamala D Harris
"Now, That’s What Julián Castro Calls a Democratic Primary",New York Times,12-Sep," Bernard Sanders ""Bernie""           "
Fact-Checking the Democratic Debate,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
Divide Over Health Care Ignites Fiery Exchanges in Democratic Debate,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
6 Takeaways From the September Democratic Debate,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
Tonight’s Democratic Debate: Live Updates From Houston,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
Summer Debate Recap: How Did the Top Four Candidates Perform Last Time?,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
What Time Is the Democratic Debate?,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
Elizabeth Warren’s Social Security Plan: Raise Benefits by $200 a Month,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
estados unidos: Qué pasa con el debate demócrata de hoy,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
Tonight’s Democratic Debate: What Time Is It and How to Watch,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
Here’s the Democratic Debate Lineup — and What’s at Stake for Those Onstage,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
Four Key Things You Should Know About Health Care,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
'Timing Is Right' for Harris to Recapture Magic,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
Bernie Sanders Listens to Cardi B,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
"Klobuchar Wants to Talk  Policy, Specifically Hers",New York Times,12-Sep," Bernard Sanders ""Bernie""           "
"On Immigration Policy, Democrats Are Hazy On the Way Forward",New York Times,12-Sep," Bernard Sanders ""Bernie""           "
"Gail Collins: 10 Candidates, No Weather Maps",New York Times,12-Sep," Bernard Sanders ""Bernie""           "
Reforming Urge to Rein In Executive Powers,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
Considering Elizabeth Warren as Fashion Muse,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
Best of Late Night: Late Night Doesn’t Find It Hard to Believe Trump Forgot a Son,New York Times,12-Sep," Bernard Sanders ""Bernie""           "
"Beyond Ending Trump’s Policies, Democrats Largely Skirt Questions About Their Im",New York Times,12-Sep," Bernard Sanders ""Bernie""           "
"Now, That’s What Julián Castro Calls a Democratic Primary",New York Times,12-Sep, Elizabeth A Warren
Fact-Checking the Democratic Debate,New York Times,12-Sep, Elizabeth A Warren
Divide Over Health Care Ignites Fiery Exchanges in Democratic Debate,New York Times,12-Sep, Elizabeth A Warren
6 Takeaways From the September Democratic Debate,New York Times,12-Sep, Elizabeth A Warren
Tonight’s Democratic Debate: Live Updates From Houston,New York Times,12-Sep, Elizabeth A Warren
"Impeachment, Democratic Debate, Jane Goodall: Your Thursday Evening Briefing",New York Times,12-Sep, Elizabeth A Warren
Summer Debate Recap: How Did the Top Four Candidates Perform Last Time?,New York Times,12-Sep, Elizabeth A Warren
What Time Is the Democratic Debate?,New York Times,12-Sep, Elizabeth A Warren
Elizabeth Warren’s Social Security Plan: Raise Benefits by $200 a Month,New York Times,12-Sep, Elizabeth A Warren
estados unidos: Qué pasa con el debate demócrata de hoy,New York Times,12-Sep, Elizabeth A Warren
Tonight’s Democratic Debate: What Time Is It and How to Watch,New York Times,12-Sep, Elizabeth A Warren
Here’s the Democratic Debate Lineup — and What’s at Stake for Those Onstage,New York Times,12-Sep, Elizabeth A Warren
Elizabeth Warren’s Plan for Social Security Looks Smart,New York Times,12-Sep, Elizabeth A Warren
On Politics: It’s Debate Day,New York Times,12-Sep, Elizabeth A Warren
'Timing Is Right' for Harris to Recapture Magic,New York Times,12-Sep, Elizabeth A Warren
United We Stan,New York Times,12-Sep, Elizabeth A Warren
"Klobuchar Wants to Talk  Policy, Specifically Hers",New York Times,12-Sep, Elizabeth A Warren
"On Immigration Policy, Democrats Are Hazy On the Way Forward",New York Times,12-Sep, Elizabeth A Warren
"Gail Collins: 10 Candidates, No Weather Maps",New York Times,12-Sep, Elizabeth A Warren
Two Heavyweights Prepare to Meet in the Ring,New York Times,12-Sep, Elizabeth A Warren
Reforming Urge to Rein In Executive Powers,New York Times,12-Sep, Elizabeth A Warren
Considering Elizabeth Warren as Fashion Muse,New York Times,12-Sep, Elizabeth A Warren
Best of Late Night: Late Night Doesn’t Find It Hard to Believe Trump Forgot a Son,New York Times,12-Sep, Elizabeth A Warren
"Beyond Ending Trump’s Policies, Democrats Largely Skirt Questions About Their Im",New York Times,12-Sep, Elizabeth A Warren
Castro Questions Biden’s Memory at Debate: ‘Are You Forgetting What You Said Tw,New York Times,12-Sep, Joseph Robinette Biden Jr
Biden Confronted With Debate Question About Past Comments on School Segregati,New York Times,12-Sep, Joseph Robinette Biden Jr
"Now, That’s What Julián Castro Calls a Democratic Primary",New York Times,12-Sep, Joseph Robinette Biden Jr
Fact-Checking the Democratic Debate,New York Times,12-Sep, Joseph Robinette Biden Jr
Castro Questions Biden’s Memory at Debate: ‘Are You Forgetting Already What You,New York Times,12-Sep, Joseph Robinette Biden Jr
Divide Over Health Care Ignites Fiery Exchanges in Democratic Debate,New York Times,12-Sep, Joseph Robinette Biden Jr
6 Takeaways From the September Democratic Debate,New York Times,12-Sep, Joseph Robinette Biden Jr
Tonight’s Democratic Debate: Live Updates From Houston,New York Times,12-Sep, Joseph Robinette Biden Jr
"Impeachment, Democratic Debate, Jane Goodall: Your Thursday Evening Briefing",New York Times,12-Sep, Joseph Robinette Biden Jr
Summer Debate Recap: How Did the Top Four Candidates Perform Last Time?,New York Times,12-Sep, Joseph Robinette Biden Jr
"For Mike Pompeo, a Moment of Singular Influence",New York Times,12-Sep, Joseph Robinette Biden Jr
What Time Is the Democratic Debate?,New York Times,12-Sep, Joseph Robinette Biden Jr
Beto O’Rourke Urges Banks to Cut Services for Gun Sales,New York Times,12-Sep, Joseph Robinette Biden Jr
Elizabeth Warren’s Social Security Plan: Raise Benefits by $200 a Month,New York Times,12-Sep, Joseph Robinette Biden Jr
"Estados Unidos: Trump, un presidente que es su propio asesor de seguridad nacio",New York Times,12-Sep, Joseph Robinette Biden Jr
estados unidos: Qué pasa con el debate demócrata de hoy,New York Times,12-Sep, Joseph Robinette Biden Jr
Tonight’s Democratic Debate: What Time Is It and How to Watch,New York Times,12-Sep, Joseph Robinette Biden Jr
North Carolina Election Shows How Political Lines Are Drawn. And They Are Fixed.,New York Times,12-Sep, Joseph Robinette Biden Jr
Here’s the Democratic Debate Lineup — and What’s at Stake for Those Onstage,New York Times,12-Sep, Joseph Robinette Biden Jr
On Politics: It’s Debate Day,New York Times,12-Sep, Joseph Robinette Biden Jr
Let Trump Destroy Trump,New York Times,12-Sep, Joseph Robinette Biden Jr
'Timing Is Right' for Harris to Recapture Magic,New York Times,12-Sep, Joseph Robinette Biden Jr
Hillary Clinton's Zombie Candidacy,New York Times,12-Sep, Joseph Robinette Biden Jr
Can Marianne Williamson's Fans Astrally Project Her Into The Presidency,New York Times,12-Sep, Joseph Robinette Biden Jr
Joe Biden Has Zero Meme Energy,New York Times,12-Sep, Joseph Robinette Biden Jr
"Klobuchar Wants to Talk  Policy, Specifically Hers",New York Times,12-Sep, Joseph Robinette Biden Jr
Support Erodes for a Ban on Assault Weapons,New York Times,12-Sep, Joseph Robinette Biden Jr
"On Immigration Policy, Democrats Are Hazy On the Way Forward",New York Times,12-Sep, Joseph Robinette Biden Jr
"Gail Collins: 10 Candidates, No Weather Maps",New York Times,12-Sep, Joseph Robinette Biden Jr
Republican's Victory Reveals a Bitter Divide Among Voters Is Only Growing Wider,New York Times,12-Sep, Joseph Robinette Biden Jr
Two Heavyweights Prepare to Meet in the Ring,New York Times,12-Sep, Joseph Robinette Biden Jr
Reforming Urge to Rein In Executive Powers,New York Times,12-Sep, Joseph Robinette Biden Jr
Best of Late Night: Late Night Doesn’t Find It Hard to Believe Trump Forgot a Son,New York Times,12-Sep, Joseph Robinette Biden Jr
"Beyond Ending Trump’s Policies, Democrats Largely Skirt Questions About Their Im",New York Times,12-Sep, Joseph Robinette Biden Jr
Castro Questions Biden’s Memory at Debate: ‘Are You Forgetting What You Said Tw,New York Times,12-Sep,Pete Buttigieg
"Now, That’s What Julián Castro Calls a Democratic Primary",New York Times,12-Sep,Pete Buttigieg
Castro Questions Biden’s Memory at Debate: ‘Are You Forgetting Already What You,New York Times,12-Sep,Pete Buttigieg
Divide Over Health Care Ignites Fiery Exchanges in Democratic Debate,New York Times,12-Sep,Pete Buttigieg
6 Takeaways From the September Democratic Debate,New York Times,12-Sep,Pete Buttigieg
Tonight’s Democratic Debate: Live Updates From Houston,New York Times,12-Sep,Pete Buttigieg
What Time Is the Democratic Debate?,New York Times,12-Sep,Pete Buttigieg
estados unidos: Qué pasa con el debate demócrata de hoy,New York Times,12-Sep,Pete Buttigieg
Tonight’s Democratic Debate: What Time Is It and How to Watch,New York Times,12-Sep,Pete Buttigieg
Here’s the Democratic Debate Lineup — and What’s at Stake for Those Onstage,New York Times,12-Sep,Pete Buttigieg
United We Stan,New York Times,12-Sep,Pete Buttigieg
Pete Buttigieg's Mixtape Suuuuuuucks,New York Times,12-Sep,Pete Buttigieg
"Gail Collins: 10 Candidates, No Weather Maps",New York Times,12-Sep,Pete Buttigieg
Reforming Urge to Rein In Executive Powers,New York Times,12-Sep,Pete Buttigieg
Biden Confronted With Debate Question About Past Comments on School Segregati,New York Times,12-Sep,Kamala D Harris
Fact-Checking the Democratic Debate,New York Times,12-Sep,Kamala D Harris
Divide Over Health Care Ignites Fiery Exchanges in Democratic Debate,New York Times,12-Sep,Kamala D Harris
6 Takeaways From the September Democratic Debate,New York Times,12-Sep,Kamala D Harris
Tonight’s Democratic Debate: Live Updates From Houston,New York Times,12-Sep,Kamala D Harris
Summer Debate Recap: How Did the Top Four Candidates Perform Last Time?,New York Times,12-Sep,Kamala D Harris
What Time Is the Democratic Debate?,New York Times,12-Sep,Kamala D Harris
estados unidos: Qué pasa con el debate demócrata de hoy,New York Times,12-Sep,Kamala D Harris
Tonight’s Democratic Debate: What Time Is It and How to Watch,New York Times,12-Sep,Kamala D Harris
2020,New York Times,12-Sep,Kamala D Harris
Why Newspapers Are Fighting California’s Landmark Labor Bill,New York Times,12-Sep,Kamala D Harris
Here’s the Democratic Debate Lineup — and What’s at Stake for Those Onstage,New York Times,12-Sep,Kamala D Harris
On Politics: It’s Debate Day,New York Times,12-Sep,Kamala D Harris
'Timing Is Right' for Harris to Recapture Magic,New York Times,12-Sep,Kamala D Harris
Kamala Harris Waves to the Internet,New York Times,12-Sep,Kamala D Harris
"On Immigration Policy, Democrats Are Hazy On the Way Forward",New York Times,12-Sep,Kamala D Harris
Two Heavyweights Prepare to Meet in the Ring,New York Times,12-Sep,Kamala D Harris
Reforming Urge to Rein In Executive Powers,New York Times,12-Sep,Kamala D Harris
"Beyond Ending Trump’s Policies, Democrats Largely Skirt Questions About Their Im",New York Times,12-Sep,Kamala D Harris
What Time Is the September Democratic Debate?,New York Times,13-Sep," Bernard Sanders ""Bernie""           "
Who Won the Debate? Experts Weigh In,New York Times,13-Sep," Bernard Sanders ""Bernie""           "
What Kamala Harris Needs to Do at the Debate Tonight,New York Times,13-Sep," Bernard Sanders ""Bernie""           "
"Should the Government Give Everyone $1,000 a Month?",New York Times,13-Sep," Bernard Sanders ""Bernie""           "
Attacks on Biden in Debate Highlight Divide Over the Obama Legacy,New York Times,13-Sep," Bernard Sanders ""Bernie""           "
6 Takeaways From the September Democratic Debate,New York Times,13-Sep," Bernard Sanders ""Bernie""           "
"Up, Up, Up With Elizabeth Warren",New York Times,13-Sep," Bernard Sanders ""Bernie""           "
On politics: Debate Night: The ‘On Politics’ Breakdown,New York Times,13-Sep," Bernard Sanders ""Bernie""           "
"Democratic Party, China, Felicity Huffman: Your Friday Briefing",New York Times,13-Sep," Bernard Sanders ""Bernie""           "
"Zingers, Groaners and a Trump Pile-On: ‘That’s Called the Democratic Primary’",New York Times,13-Sep," Bernard Sanders ""Bernie""           "
Warren Shares Plan to Increase Social Security Benefits by $200 a Month,New York Times,13-Sep," Bernard Sanders ""Bernie""           "
Barbs Fly as Rival Democrats  Confront End of the Beginning,New York Times,13-Sep," Bernard Sanders ""Bernie""           "
"Invoking Obama,  Biden Jabs Back  At Progressives",New York Times,13-Sep," Bernard Sanders ""Bernie""           "
"Wayward Comments, And Sharp Replies",New York Times,13-Sep," Bernard Sanders ""Bernie""           "
What Time Is the September Democratic Debate?,New York Times,13-Sep, Elizabeth A Warren
"Sackler Family, Felicity Huffman, Peanuts: Your Friday Evening Briefing",New York Times,13-Sep, Elizabeth A Warren
Who Won the Debate? Experts Weigh In,New York Times,13-Sep, Elizabeth A Warren
Marathon Democratic Debate Includes No Questions About Women’s Issues,New York Times,13-Sep, Elizabeth A Warren
What Kamala Harris Needs to Do at the Debate Tonight,New York Times,13-Sep, Elizabeth A Warren
Who Won the Democratic Debate? Texas,New York Times,13-Sep, Elizabeth A Warren
Attacks on Biden in Debate Highlight Divide Over the Obama Legacy,New York Times,13-Sep, Elizabeth A Warren
So Who Won the Third Debate?,New York Times,13-Sep, Elizabeth A Warren
6 Takeaways From the September Democratic Debate,New York Times,13-Sep, Elizabeth A Warren
"Up, Up, Up With Elizabeth Warren",New York Times,13-Sep, Elizabeth A Warren
Best of Late Night: Stephen Colbert Plays a Democratic Debate Drinking Game,New York Times,13-Sep, Elizabeth A Warren
On politics: Debate Night: The ‘On Politics’ Breakdown,New York Times,13-Sep, Elizabeth A Warren
Dealbook: DealBook Briefing: Beijing’s Plan to Get to a Trade Deal,New York Times,13-Sep, Elizabeth A Warren
"Democratic Party, China, Felicity Huffman: Your Friday Briefing",New York Times,13-Sep, Elizabeth A Warren
"Zingers, Groaners and a Trump Pile-On: ‘That’s Called the Democratic Primary’",New York Times,13-Sep, Elizabeth A Warren
Warren Shares Plan to Increase Social Security Benefits by $200 a Month,New York Times,13-Sep, Elizabeth A Warren
Barbs Fly as Rival Democrats  Confront End of the Beginning,New York Times,13-Sep, Elizabeth A Warren
"Invoking Obama,  Biden Jabs Back  At Progressives",New York Times,13-Sep, Elizabeth A Warren
"Wayward Comments, And Sharp Replies",New York Times,13-Sep, Elizabeth A Warren
What Time Is the September Democratic Debate?,New York Times,13-Sep, Joseph Robinette Biden Jr
"Sackler Family, Felicity Huffman, Peanuts: Your Friday Evening Briefing",New York Times,13-Sep, Joseph Robinette Biden Jr
Who Won the Debate? Experts Weigh In,New York Times,13-Sep, Joseph Robinette Biden Jr
What Kamala Harris Needs to Do at the Debate Tonight,New York Times,13-Sep, Joseph Robinette Biden Jr
"Should the Government Give Everyone $1,000 a Month?",New York Times,13-Sep, Joseph Robinette Biden Jr
Biden Was Asked About Segregation. His Answer Included a Record Player.,New York Times,13-Sep, Joseph Robinette Biden Jr
Attacks on Biden in Debate Highlight Divide Over the Obama Legacy,New York Times,13-Sep, Joseph Robinette Biden Jr
Looking for California in the Democratic Debate?,New York Times,13-Sep, Joseph Robinette Biden Jr
So Who Won the Third Debate?,New York Times,13-Sep, Joseph Robinette Biden Jr
6 Takeaways From the September Democratic Debate,New York Times,13-Sep, Joseph Robinette Biden Jr
"Up, Up, Up With Elizabeth Warren",New York Times,13-Sep, Joseph Robinette Biden Jr
Best of Late Night: Stephen Colbert Plays a Democratic Debate Drinking Game,New York Times,13-Sep, Joseph Robinette Biden Jr
On politics: Debate Night: The ‘On Politics’ Breakdown,New York Times,13-Sep, Joseph Robinette Biden Jr
"Democratic Party, China, Felicity Huffman: Your Friday Briefing",New York Times,13-Sep, Joseph Robinette Biden Jr
"Zingers, Groaners and a Trump Pile-On: ‘That’s Called the Democratic Primary’",New York Times,13-Sep, Joseph Robinette Biden Jr
Warren Shares Plan to Increase Social Security Benefits by $200 a Month,New York Times,13-Sep, Joseph Robinette Biden Jr
Barbs Fly as Rival Democrats  Confront End of the Beginning,New York Times,13-Sep, Joseph Robinette Biden Jr
"Invoking Obama,  Biden Jabs Back  At Progressives",New York Times,13-Sep, Joseph Robinette Biden Jr
"Wayward Comments, And Sharp Replies",New York Times,13-Sep, Joseph Robinette Biden Jr
"Amid Bipartisan Outcry, White House Agrees to Release Ukraine Military Aid",New York Times,13-Sep, Joseph Robinette Biden Jr
"Pompeo, a Survivor in a Cabinet Of Chaos, Discussed a Dual Role",New York Times,13-Sep, Joseph Robinette Biden Jr
"Amid Bipartisan Outcry, White House Agrees to Release Ukraine Aid",New York Times,13-Sep, Joseph Robinette Biden Jr
What Time Is the September Democratic Debate?,New York Times,13-Sep,Pete Buttigieg
Pete Buttigieg Describes Struggle With Coming Out as Gay: ‘You Only Get One Life,New York Times,13-Sep,Pete Buttigieg
Who Won the Debate? Experts Weigh In,New York Times,13-Sep,Pete Buttigieg
"Should the Government Give Everyone $1,000 a Month?",New York Times,13-Sep,Pete Buttigieg
Who Won the Democratic Debate? Texas,New York Times,13-Sep,Pete Buttigieg
Attacks on Biden in Debate Highlight Divide Over the Obama Legacy,New York Times,13-Sep,Pete Buttigieg
6 Takeaways From the September Democratic Debate,New York Times,13-Sep,Pete Buttigieg
"Up, Up, Up With Elizabeth Warren",New York Times,13-Sep,Pete Buttigieg
"Zingers, Groaners and a Trump Pile-On: ‘That’s Called the Democratic Primary’",New York Times,13-Sep,Pete Buttigieg
Barbs Fly as Rival Democrats  Confront End of the Beginning,New York Times,13-Sep,Pete Buttigieg
"Invoking Obama,  Biden Jabs Back  At Progressives",New York Times,13-Sep,Pete Buttigieg
"Corrections: September 14, 2019",New York Times,13-Sep,Kamala D Harris
What Time Is the September Democratic Debate?,New York Times,13-Sep,Kamala D Harris
Who Won the Debate? Experts Weigh In,New York Times,13-Sep,Kamala D Harris
Marathon Democratic Debate Includes No Questions About Women’s Issues,New York Times,13-Sep,Kamala D Harris
What Kamala Harris Needs to Do at the Debate Tonight,New York Times,13-Sep,Kamala D Harris
Biden Was Asked About Segregation. His Answer Included a Record Player.,New York Times,13-Sep,Kamala D Harris
Attacks on Biden in Debate Highlight Divide Over the Obama Legacy,New York Times,13-Sep,Kamala D Harris
Looking for California in the Democratic Debate?,New York Times,13-Sep,Kamala D Harris
So Who Won the Third Debate?,New York Times,13-Sep,Kamala D Harris
6 Takeaways From the September Democratic Debate,New York Times,13-Sep,Kamala D Harris
On politics: Debate Night: The ‘On Politics’ Breakdown,New York Times,13-Sep,Kamala D Harris
"Zingers, Groaners and a Trump Pile-On: ‘That’s Called the Democratic Primary’",New York Times,13-Sep,Kamala D Harris
Barbs Fly as Rival Democrats  Confront End of the Beginning,New York Times,13-Sep,Kamala D Harris
"Invoking Obama,  Biden Jabs Back  At Progressives",New York Times,13-Sep,Kamala D Harris
"Bernie Sanders, in Las Vegas, Previews Plan for Affordable Housing",New York Times,14-Sep," Bernard Sanders ""Bernie""           "
Biden and Warren Avoid Direct Conflict — But for How Long?,New York Times,14-Sep," Bernard Sanders ""Bernie""           "
Elizabeth Warren’s Formidable Stride,New York Times,14-Sep," Bernard Sanders ""Bernie""           "
It Will Take More Than Cheap Shots to Knock Off Biden,New York Times,14-Sep," Bernard Sanders ""Bernie""           "
"So Far, Trump Is Winning the Democratic Debates",New York Times,14-Sep," Bernard Sanders ""Bernie""           "
"A Debate Recap, and a Debate Preview: This Week in the 2020 Race",New York Times,14-Sep," Bernard Sanders ""Bernie""           "
2 Democrats In No Hurry To Do Battle,New York Times,14-Sep," Bernard Sanders ""Bernie""           "
Who Gained Ground And Who Slid Back? The Experts Weigh In,New York Times,14-Sep," Bernard Sanders ""Bernie""           "
